timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1647420409206,12,HomeRequest-19,200,OK,Thread Group 1-4,bin,true,,1462,554,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,12,0,8
1647420409219,64,Contact Request,200,OK,Thread Group 1-4,text,true,,151320,14456,1,1,http://localhost/blog/contact,21,0,0
1647420409219,21,Contact Request-0,200,OK,Thread Group 1-4,text,true,,20606,504,1,1,http://localhost/blog/contact,21,0,0
1647420409248,2,Contact Request-1,304,Not Modified,Thread Group 1-4,,true,,206,606,1,1,http://localhost/blog/Content/Auto/Global.css,0,0,0
1647420409248,12,Contact Request-2,200,OK,Thread Group 1-4,text,true,,8896,586,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",11,0,0
1647420409248,3,Contact Request-3,304,Not Modified,Thread Group 1-4,,true,,206,620,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,0,0,0
1647420409249,2,Contact Request-4,304,Not Modified,Thread Group 1-4,,true,,205,616,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,0,0,0
1647420409249,3,Contact Request-5,304,Not Modified,Thread Group 1-4,,true,,206,626,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1647420409249,4,Contact Request-6,304,Not Modified,Thread Group 1-4,,true,,206,634,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1647420409250,3,Contact Request-7,304,Not Modified,Thread Group 1-4,,true,,257,539,1,1,http://localhost/blog/en-us.res.axd,0,0,0
1647420409251,3,Contact Request-8,304,Not Modified,Thread Group 1-4,,true,,206,618,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1647420409252,2,Contact Request-9,304,Not Modified,Thread Group 1-4,,true,,206,615,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,0,0,0
1647420409252,3,Contact Request-10,304,Not Modified,Thread Group 1-4,,true,,206,619,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1647420409253,3,Contact Request-11,304,Not Modified,Thread Group 1-4,,true,,206,611,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,0,0,0
1647420409253,4,Contact Request-12,304,Not Modified,Thread Group 1-4,,true,,206,603,1,1,http://localhost/blog/Scripts/Auto/blog.js,0,0,0
1647420409254,3,Contact Request-13,304,Not Modified,Thread Group 1-4,,true,,206,627,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1647420409255,3,Contact Request-14,304,Not Modified,Thread Group 1-4,,true,,206,626,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1647420409255,3,Contact Request-15,304,Not Modified,Thread Group 1-4,,true,,206,632,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1647420409256,3,Contact Request-16,304,Not Modified,Thread Group 1-4,,true,,206,623,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,0,0,0
1647420409257,4,Contact Request-17,304,Not Modified,Thread Group 1-4,,true,,226,657,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729908413207958,0,0,0
1647420409257,9,Contact Request-18,200,OK,Thread Group 1-4,text,true,,84687,524,1,1,http://localhost/blog/Scripts/jquery-2.1.4.min.js,9,0,0
1647420409258,7,Contact Request-19,200,OK,Thread Group 1-4,text,true,,27230,628,1,1,http://localhost/blog/WebResource.axd?d=x2nkrMJGXkMELz33nwnakCtZ34Mn6eBLBMlvZVv4Wb4Oh2imzvaEcSb41UN__ZKr_-NEfxOm8xbKr0mL-Fcwb5JstEM1&t=637729908413207958,7,0,0
1647420409258,9,Contact Request-20,200,OK,Thread Group 1-4,text,true,,3283,607,1,1,http://localhost/blog/WebResource.axd?d=JoBkLzP19aTuxbWOhHobYqWss9eDCZ8CC09bJrCkz3VAYP3JEa0gl9z_MkNsvEkJfK1Y2g2&t=637729908413207958,9,0,0
1647420409259,8,Contact Request-21,200,OK,Thread Group 1-4,text,true,,2671,515,1,1,http://localhost/blog/Scripts/contact.js,8,0,0
1647420409260,8,Contact Request-22,304,Not Modified,Thread Group 1-4,,true,,206,616,1,1,http://localhost/blog/Content/images/blog/rssButton.png,0,0,0
1647420409264,19,Contact Request-23,304,Not Modified,Thread Group 1-4,,true,,375,604,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,0
1647420409178,104,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,464253,25162,1,1,null,27,1,1
1647420410249,207,HomeRequest,200,OK,Thread Group 1-5,text,true,,312933,10706,1,1,http://localhost/blog,141,0,1
1647420410249,141,HomeRequest-0,200,OK,Thread Group 1-5,text,true,,19816,496,1,1,http://localhost/blog,141,0,1
1647420410391,5,HomeRequest-1,200,OK,Thread Group 1-5,text,true,,5350,520,1,1,http://localhost/blog/Content/Auto/Global.css,5,0,0
1647420410391,65,HomeRequest-2,200,OK,Thread Group 1-5,text,true,,8896,536,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",65,0,31
1647420410392,5,HomeRequest-3,200,OK,Thread Group 1-5,text,true,,25637,534,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,5,0,0
1647420410392,7,HomeRequest-4,200,OK,Thread Group 1-5,bin,true,,3929,531,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,7,0,1
1647420410393,29,HomeRequest-5,200,OK,Thread Group 1-5,text,true,,6324,540,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,29,0,0
1647420410394,30,HomeRequest-6,200,OK,Thread Group 1-5,text,true,,2888,548,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,30,0,0
1647420410396,29,HomeRequest-7,200,OK,Thread Group 1-5,text,true,,1421,510,1,1,http://localhost/blog/en-us.res.axd,29,0,0
1647420410397,29,HomeRequest-8,200,OK,Thread Group 1-5,text,true,,92939,532,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,29,0,1
1647420410399,28,HomeRequest-9,200,OK,Thread Group 1-5,text,true,,2534,529,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,28,0,0
1647420410423,5,HomeRequest-10,200,OK,Thread Group 1-5,text,true,,10011,533,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,5,0,0
1647420410424,6,HomeRequest-11,200,OK,Thread Group 1-5,text,true,,3070,525,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,6,0,1
1647420410425,4,HomeRequest-12,200,OK,Thread Group 1-5,text,true,,24755,517,1,1,http://localhost/blog/Scripts/Auto/blog.js,4,0,0
1647420410427,2,HomeRequest-13,200,OK,Thread Group 1-5,text,true,,30407,541,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,2,0,0
1647420410427,3,HomeRequest-14,200,OK,Thread Group 1-5,text,true,,44439,540,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,3,0,0
1647420410428,4,HomeRequest-15,200,OK,Thread Group 1-5,text,true,,2731,546,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,4,0,0
1647420410429,3,HomeRequest-16,200,OK,Thread Group 1-5,text,true,,2142,537,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,3,0,0
1647420410429,4,HomeRequest-17,200,OK,Thread Group 1-5,text,true,,23342,607,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729908413207958,4,0,0
1647420410430,3,HomeRequest-18,200,OK,Thread Group 1-5,bin,true,,840,530,1,1,http://localhost/blog/Content/images/blog/rssButton.png,3,0,0
1647420410431,23,HomeRequest-19,200,OK,Thread Group 1-5,bin,true,,1462,554,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,23,0,13
1647420410456,129,Contact Request,200,OK,Thread Group 1-5,text,true,,151320,14456,1,1,http://localhost/blog/contact,15,0,0
1647420410456,15,Contact Request-0,200,OK,Thread Group 1-5,text,true,,20606,504,1,1,http://localhost/blog/contact,15,0,0
1647420410472,53,Contact Request-1,304,Not Modified,Thread Group 1-5,,true,,206,606,1,1,http://localhost/blog/Content/Auto/Global.css,0,0,0
1647420410472,22,Contact Request-2,200,OK,Thread Group 1-5,text,true,,8896,586,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",22,0,0
1647420410473,15,Contact Request-3,304,Not Modified,Thread Group 1-5,,true,,206,620,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,0,0,0
1647420410473,23,Contact Request-4,304,Not Modified,Thread Group 1-5,,true,,205,616,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,0,0,0
1647420410473,54,Contact Request-5,304,Not Modified,Thread Group 1-5,,true,,206,626,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1647420410473,55,Contact Request-6,304,Not Modified,Thread Group 1-5,,true,,206,634,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1647420410496,68,Contact Request-7,304,Not Modified,Thread Group 1-5,,true,,257,539,1,1,http://localhost/blog/en-us.res.axd,0,0,0
1647420410497,68,Contact Request-8,304,Not Modified,Thread Group 1-5,,true,,206,618,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1647420410524,42,Contact Request-9,304,Not Modified,Thread Group 1-5,,true,,206,615,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,0,0,0
1647420410525,42,Contact Request-10,304,Not Modified,Thread Group 1-5,,true,,206,619,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1647420410527,40,Contact Request-11,304,Not Modified,Thread Group 1-5,,true,,206,611,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,0,0,0
1647420410563,6,Contact Request-12,304,Not Modified,Thread Group 1-5,,true,,206,603,1,1,http://localhost/blog/Scripts/Auto/blog.js,0,0,0
1647420410564,4,Contact Request-13,304,Not Modified,Thread Group 1-5,,true,,206,627,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1647420410566,4,Contact Request-14,304,Not Modified,Thread Group 1-5,,true,,206,626,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1647420410566,6,Contact Request-15,304,Not Modified,Thread Group 1-5,,true,,206,632,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1647420410567,6,Contact Request-16,304,Not Modified,Thread Group 1-5,,true,,206,623,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,0,0,0
1647420410568,5,Contact Request-17,304,Not Modified,Thread Group 1-5,,true,,226,657,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729908413207958,0,0,0
1647420410568,6,Contact Request-18,200,OK,Thread Group 1-5,text,true,,84687,524,1,1,http://localhost/blog/Scripts/jquery-2.1.4.min.js,6,0,0
1647420410569,6,Contact Request-19,200,OK,Thread Group 1-5,text,true,,27230,628,1,1,http://localhost/blog/WebResource.axd?d=x2nkrMJGXkMELz33nwnakCtZ34Mn6eBLBMlvZVv4Wb4Oh2imzvaEcSb41UN__ZKr_-NEfxOm8xbKr0mL-Fcwb5JstEM1&t=637729908413207958,6,0,0
1647420410571,5,Contact Request-20,200,OK,Thread Group 1-5,text,true,,3283,607,1,1,http://localhost/blog/WebResource.axd?d=JoBkLzP19aTuxbWOhHobYqWss9eDCZ8CC09bJrCkz3VAYP3JEa0gl9z_MkNsvEkJfK1Y2g2&t=637729908413207958,5,0,0
1647420410572,4,Contact Request-21,200,OK,Thread Group 1-5,text,true,,2671,515,1,1,http://localhost/blog/Scripts/contact.js,4,0,0
1647420410573,4,Contact Request-22,304,Not Modified,Thread Group 1-5,,true,,206,616,1,1,http://localhost/blog/Content/images/blog/rssButton.png,0,0,0
1647420410573,12,Contact Request-23,304,Not Modified,Thread Group 1-5,,true,,375,604,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,0
1647420410249,336,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,464253,25162,1,1,null,156,0,1
1647420411187,72,HomeRequest,200,OK,Thread Group 1-6,text,true,,312933,10706,1,1,http://localhost/blog,13,0,0
1647420411187,13,HomeRequest-0,200,OK,Thread Group 1-6,text,true,,19816,496,1,1,http://localhost/blog,13,0,0
1647420411203,2,HomeRequest-1,200,OK,Thread Group 1-6,text,true,,5350,520,1,1,http://localhost/blog/Content/Auto/Global.css,2,0,0
1647420411203,56,HomeRequest-2,200,OK,Thread Group 1-6,text,true,,8896,536,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",55,0,36
1647420411203,3,HomeRequest-3,200,OK,Thread Group 1-6,text,true,,25637,534,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,3,0,0
1647420411203,4,HomeRequest-4,200,OK,Thread Group 1-6,bin,true,,3929,531,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,4,0,1
1647420411204,5,HomeRequest-5,200,OK,Thread Group 1-6,text,true,,6324,540,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,5,0,0
1647420411204,6,HomeRequest-6,200,OK,Thread Group 1-6,text,true,,2888,548,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,6,0,0
1647420411205,6,HomeRequest-7,200,OK,Thread Group 1-6,text,true,,1421,510,1,1,http://localhost/blog/en-us.res.axd,6,0,1
1647420411206,6,HomeRequest-8,200,OK,Thread Group 1-6,text,true,,92939,532,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,6,0,1
1647420411207,6,HomeRequest-9,200,OK,Thread Group 1-6,text,true,,2534,529,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,6,0,1
1647420411209,5,HomeRequest-10,200,OK,Thread Group 1-6,text,true,,10011,533,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,5,0,0
1647420411210,5,HomeRequest-11,200,OK,Thread Group 1-6,text,true,,3070,525,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,5,0,1
1647420411211,5,HomeRequest-12,200,OK,Thread Group 1-6,text,true,,24755,517,1,1,http://localhost/blog/Scripts/Auto/blog.js,5,0,0
1647420411212,4,HomeRequest-13,200,OK,Thread Group 1-6,text,true,,30407,541,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,4,0,0
1647420411213,4,HomeRequest-14,200,OK,Thread Group 1-6,text,true,,44439,540,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,4,0,0
1647420411214,12,HomeRequest-15,200,OK,Thread Group 1-6,text,true,,2731,546,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,12,0,0
1647420411215,11,HomeRequest-16,200,OK,Thread Group 1-6,text,true,,2142,537,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,11,0,0
1647420411216,12,HomeRequest-17,200,OK,Thread Group 1-6,text,true,,23342,607,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729908413207958,12,0,0
1647420411216,11,HomeRequest-18,200,OK,Thread Group 1-6,bin,true,,840,530,1,1,http://localhost/blog/Content/images/blog/rssButton.png,11,0,0
1647420411217,36,HomeRequest-19,200,OK,Thread Group 1-6,bin,true,,1462,554,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,36,0,17
1647420411259,40,Contact Request,200,OK,Thread Group 1-6,text,true,,151320,14456,1,1,http://localhost/blog/contact,8,0,0
1647420411259,8,Contact Request-0,200,OK,Thread Group 1-6,text,true,,20606,504,1,1,http://localhost/blog/contact,8,0,0
1647420411268,11,Contact Request-1,304,Not Modified,Thread Group 1-6,,true,,206,606,1,1,http://localhost/blog/Content/Auto/Global.css,0,0,0
1647420411268,21,Contact Request-2,200,OK,Thread Group 1-6,text,true,,8896,586,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",21,0,0
1647420411268,12,Contact Request-3,304,Not Modified,Thread Group 1-6,,true,,206,620,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,0,0,0
1647420411268,13,Contact Request-4,304,Not Modified,Thread Group 1-6,,true,,205,616,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,0,0,0
1647420411269,13,Contact Request-5,304,Not Modified,Thread Group 1-6,,true,,206,626,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1647420411269,14,Contact Request-6,304,Not Modified,Thread Group 1-6,,true,,206,634,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1647420411279,4,Contact Request-7,304,Not Modified,Thread Group 1-6,,true,,257,539,1,1,http://localhost/blog/en-us.res.axd,0,0,0
1647420411280,4,Contact Request-8,304,Not Modified,Thread Group 1-6,,true,,206,618,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1647420411281,3,Contact Request-9,304,Not Modified,Thread Group 1-6,,true,,206,615,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,0,0,0
1647420411282,3,Contact Request-10,304,Not Modified,Thread Group 1-6,,true,,206,619,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1647420411283,3,Contact Request-11,304,Not Modified,Thread Group 1-6,,true,,206,611,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,0,0,0
1647420411283,3,Contact Request-12,304,Not Modified,Thread Group 1-6,,true,,206,603,1,1,http://localhost/blog/Scripts/Auto/blog.js,0,0,0
1647420411284,3,Contact Request-13,304,Not Modified,Thread Group 1-6,,true,,206,627,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1647420411284,6,Contact Request-14,304,Not Modified,Thread Group 1-6,,true,,206,626,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1647420411285,3,Contact Request-15,304,Not Modified,Thread Group 1-6,,true,,206,632,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1647420411286,2,Contact Request-16,304,Not Modified,Thread Group 1-6,,true,,206,623,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,0,0,0
1647420411286,5,Contact Request-17,304,Not Modified,Thread Group 1-6,,true,,226,657,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729908413207958,0,0,0
1647420411287,5,Contact Request-18,200,OK,Thread Group 1-6,text,true,,84687,524,1,1,http://localhost/blog/Scripts/jquery-2.1.4.min.js,5,0,0
1647420411288,10,Contact Request-19,200,OK,Thread Group 1-6,text,true,,27230,628,1,1,http://localhost/blog/WebResource.axd?d=x2nkrMJGXkMELz33nwnakCtZ34Mn6eBLBMlvZVv4Wb4Oh2imzvaEcSb41UN__ZKr_-NEfxOm8xbKr0mL-Fcwb5JstEM1&t=637729908413207958,10,0,0
1647420411288,10,Contact Request-20,200,OK,Thread Group 1-6,text,true,,3283,607,1,1,http://localhost/blog/WebResource.axd?d=JoBkLzP19aTuxbWOhHobYqWss9eDCZ8CC09bJrCkz3VAYP3JEa0gl9z_MkNsvEkJfK1Y2g2&t=637729908413207958,10,0,0
1647420411289,7,Contact Request-21,200,OK,Thread Group 1-6,text,true,,2671,515,1,1,http://localhost/blog/Scripts/contact.js,7,0,1
1647420411290,9,Contact Request-22,304,Not Modified,Thread Group 1-6,,true,,206,616,1,1,http://localhost/blog/Content/images/blog/rssButton.png,0,0,0
1647420411291,7,Contact Request-23,304,Not Modified,Thread Group 1-6,,true,,375,604,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,0,0,0
1647420411186,112,Test,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,464253,25162,1,1,null,21,1,0
1647420412188,181,HomeRequest,200,OK,Thread Group 1-7,text,true,,312933,10706,1,1,http://localhost/blog,60,0,1
1647420412188,60,HomeRequest-0,200,OK,Thread Group 1-7,text,true,,19816,496,1,1,http://localhost/blog,60,0,1
1647420412249,3,HomeRequest-1,200,OK,Thread Group 1-7,text,true,,5350,520,1,1,http://localhost/blog/Content/Auto/Global.css,3,0,0
1647420412249,120,HomeRequest-2,200,OK,Thread Group 1-7,text,true,,8896,536,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",120,0,98
1647420412250,3,HomeRequest-3,200,OK,Thread Group 1-7,text,true,,25637,534,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,3,0,0
1647420412250,4,HomeRequest-4,200,OK,Thread Group 1-7,bin,true,,3929,531,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,4,0,1
1647420412251,5,HomeRequest-5,200,OK,Thread Group 1-7,text,true,,6324,540,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,5,0,0
1647420412251,6,HomeRequest-6,200,OK,Thread Group 1-7,text,true,,2888,548,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,6,0,0
1647420412252,6,HomeRequest-7,200,OK,Thread Group 1-7,text,true,,1421,510,1,1,http://localhost/blog/en-us.res.axd,6,0,1
1647420412254,49,HomeRequest-8,200,OK,Thread Group 1-7,text,true,,92939,532,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,49,0,0
1647420412255,49,HomeRequest-9,200,OK,Thread Group 1-7,text,true,,2534,529,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,49,0,0
1647420412256,49,HomeRequest-10,200,OK,Thread Group 1-7,text,true,,10011,533,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,49,0,0
1647420412257,49,HomeRequest-11,200,OK,Thread Group 1-7,text,true,,3070,525,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,49,0,0
1647420412301,9,HomeRequest-12,200,OK,Thread Group 1-7,text,true,,24755,517,1,1,http://localhost/blog/Scripts/Auto/blog.js,9,0,0
1647420412303,6,HomeRequest-13,200,OK,Thread Group 1-7,text,true,,30407,541,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,6,0,0
1647420412304,7,HomeRequest-14,200,OK,Thread Group 1-7,text,true,,44439,540,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,7,0,0
1647420412305,9,HomeRequest-15,200,OK,Thread Group 1-7,text,true,,2731,546,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,9,0,0
1647420412309,6,HomeRequest-16,200,OK,Thread Group 1-7,text,true,,2142,537,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,6,0,0
1647420412309,6,HomeRequest-17,200,OK,Thread Group 1-7,text,true,,23342,607,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729908413207958,6,0,0
1647420412310,6,HomeRequest-18,200,OK,Thread Group 1-7,bin,true,,840,530,1,1,http://localhost/blog/Content/images/blog/rssButton.png,6,0,0
1647420412311,19,HomeRequest-19,200,OK,Thread Group 1-7,bin,true,,1462,554,1,1,http://www.gravatar.com/avatar/6d639091c771c54398e476fbbabb2ce4.jpg?d=identicon,19,0,9
1647420412372,63,Contact Request,200,OK,Thread Group 1-7,text,true,,151320,14456,1,1,http://localhost/blog/contact,14,0,0
1647420412372,14,Contact Request-0,200,OK,Thread Group 1-7,text,true,,20606,504,1,1,http://localhost/blog/contact,14,0,0
1647420412387,1,Contact Request-1,304,Not Modified,Thread Group 1-7,,true,,206,606,1,1,http://localhost/blog/Content/Auto/Global.css,0,0,0
1647420412387,21,Contact Request-2,200,OK,Thread Group 1-7,text,true,,8896,586,1,1,"https://fonts.googleapis.com/css?family=Roboto:300,400,500,700",21,0,0
1647420412387,3,Contact Request-3,304,Not Modified,Thread Group 1-7,,true,,206,620,1,1,http://localhost/blog/Custom/Themes/Standard/css/styles.css,0,0,0
1647420412387,3,Contact Request-4,304,Not Modified,Thread Group 1-7,,true,,205,616,1,1,http://localhost/blog/Content/images/blog/blogengine.ico,0,0,0
1647420412387,5,Contact Request-5,304,Not Modified,Thread Group 1-7,,true,,206,626,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shCore.css,0,0,0
1647420412388,3,Contact Request-6,304,Not Modified,Thread Group 1-7,,true,,206,634,1,1,http://localhost/blog/scripts/syntaxhighlighter/styles/shThemeDefault.css,0,0,0
1647420412388,4,Contact Request-7,304,Not Modified,Thread Group 1-7,,true,,257,539,1,1,http://localhost/blog/en-us.res.axd,0,0,1
1647420412390,3,Contact Request-8,304,Not Modified,Thread Group 1-7,,true,,206,618,1,1,http://localhost/blog/Scripts/Auto/01-jquery-1.9.1.min.js,0,0,0
1647420412390,4,Contact Request-9,304,Not Modified,Thread Group 1-7,,true,,206,615,1,1,http://localhost/blog/Scripts/Auto/02-jquery.cookie.js,0,0,0
1647420412391,3,Contact Request-10,304,Not Modified,Thread Group 1-7,,true,,206,619,1,1,http://localhost/blog/Scripts/Auto/04-jquery-jtemplates.js,0,0,0
1647420412392,4,Contact Request-11,304,Not Modified,Thread Group 1-7,,true,,206,611,1,1,http://localhost/blog/Scripts/Auto/05-json2.min.js,0,0,0
1647420412392,5,Contact Request-12,304,Not Modified,Thread Group 1-7,,true,,206,603,1,1,http://localhost/blog/Scripts/Auto/blog.js,0,0,0
1647420412393,4,Contact Request-13,304,Not Modified,Thread Group 1-7,,true,,206,627,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/XRegExp.js,0,0,0
1647420412394,4,Contact Request-14,304,Not Modified,Thread Group 1-7,,true,,206,626,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shCore.js,0,0,0
1647420412394,5,Contact Request-15,304,Not Modified,Thread Group 1-7,,true,,206,632,1,1,http://localhost/blog/scripts/syntaxhighlighter/scripts/shAutoloader.js,0,0,0
1647420412396,3,Contact Request-16,304,Not Modified,Thread Group 1-7,,true,,206,623,1,1,http://localhost/blog/scripts/syntaxhighlighter/shActivator.js,0,0,0
1647420412397,3,Contact Request-17,304,Not Modified,Thread Group 1-7,,true,,226,657,1,1,http://localhost/blog/WebResource.axd?d=pynGkmcFUV13He1Qd6_TZKFmBG-AUY7YwSX-Eh_-So8UKa0fIVRDpGlQdJn4r3q4SNLVEw2&t=637729908413207958,0,0,0
1647420412397,4,Contact Request-18,200,OK,Thread Group 1-7,text,true,,84687,524,1,1,http://localhost/blog/Scripts/jquery-2.1.4.min.js,4,0,0
